risk_id,loan_id,customer_id,risk_grade,pd,lgd,ead,ecl,risk_weight,rwa,provision_amount,assessment_date_id,basel_category
RISK00965,LOAN00965,CUST0835,AA,0.1773,0.4391,202368.7,15754.9,1.3138,96335.6,14281.88,20240813,Sovereign
RISK00966,LOAN00966,CUST0243,AAA,0.039,0.5715,313568.13,6988.96,0.8837,74414.15,6951.04,20241005,SME
RISK00967,LOAN00967,CUST0910,AAA,0.0565,0.6302,6668.72,237.45,0.9641,4942.17,217.77,20240831,SME
RISK00968,LOAN00968,CUST0681,CC,0.732,0.5123,91250.74,34219.36,1.0572,109966.39,35108.41,20240620,Sovereign
RISK00969,LOAN00969,CUST0900,AAA,0.0919,0.4212,169027.86,6542.78,1.0925,38580.69,6385.95,20240602,Retail
RISK00970,LOAN00970,CUST0135,AAA,0.0819,0.4497,115717.56,4261.93,0.9798,114472.35,3965.3,20241018,SME
RISK00971,LOAN00971,CUST0040,AAA,0.0768,0.3737,15406.59,442.17,0.2395,10726.36,423.75,20250217,SME
RISK00972,LOAN00972,CUST0128,AAA,0.0499,0.4922,2751.53,67.58,0.542,3291.29,68.82,20240418,SME
RISK00973,LOAN00973,CUST0555,AAA,0.0232,0.3901,58755.33,531.75,0.9628,81981.36,489.02,20250413,Sovereign
RISK00974,LOAN00974,CUST0851,BB,0.4233,0.3225,133741.52,18257.62,0.5505,76371.72,16949.83,20250519,Retail
RISK00975,LOAN00975,CUST0404,BBB,0.357,0.6115,416442.59,90911.71,1.344,92963.64,98510.1,20241001,Corporate
RISK00976,LOAN00976,CUST0994,A,0.2222,0.5849,11499.19,1494.49,0.4197,6870.83,1623.03,20250309,Corporate
RISK00977,LOAN00977,CUST0333,B,0.5101,0.3463,148744.86,26275.43,0.5445,46433.42,27724.59,20240615,Retail
RISK00978,LOAN00978,CUST0501,A,0.203,0.5397,202237.91,22157.0,0.4726,233815.94,22068.1,20241115,Retail
RISK00979,LOAN00979,CUST0466,AAA,0.0529,0.5973,75266.64,2378.21,1.0351,98980.95,2261.1,20241226,Retail
RISK00980,LOAN00980,CUST0115,AAA,0.0603,0.3147,35184.36,667.67,1.222,10075.3,734.08,20240913,SME
RISK00981,LOAN00981,CUST0523,BB,0.4022,0.3959,40178.92,6397.73,1.2408,35256.59,6219.91,20250122,Retail
RISK00982,LOAN00982,CUST0941,AAA,0.01,0.6178,203376.68,1256.46,0.7591,268991.62,1362.97,20250530,SME
RISK00983,LOAN00983,CUST0487,AAA,0.0692,0.4634,263226.63,8440.96,1.2116,127700.37,8911.29,20240810,Corporate
RISK00984,LOAN00984,CUST0218,AAA,0.0356,0.5742,69715.44,1425.09,1.1021,72994.26,1525.66,20240914,SME
RISK00985,LOAN00985,CUST0286,AAA,0.0932,0.6948,182627.48,11826.11,0.9344,166152.84,12587.71,20241122,Retail
RISK00986,LOAN00986,CUST0834,AAA,0.0341,0.5438,134096.36,2486.63,1.298,51544.37,2610.07,20250205,Sovereign
RISK00987,LOAN00987,CUST0810,AAA,0.0906,0.6331,18177.62,1042.65,0.4853,17659.33,1063.38,20240128,Retail
RISK00988,LOAN00988,CUST0349,AAA,0.039,0.5944,81151.57,1881.22,0.8845,92382.84,1939.72,20240203,SME
RISK00989,LOAN00989,CUST0530,CC,0.7038,0.6101,120232.54,51626.46,0.9451,171579.08,48721.57,20240615,Sovereign
RISK00990,LOAN00990,CUST0651,AAA,0.0441,0.5335,58283.64,1371.26,0.4551,25171.76,1478.01,20241206,Retail
RISK00991,LOAN00991,CUST0624,AAA,0.0751,0.5116,33510.5,1287.51,1.2128,39861.98,1271.5,20240731,Sovereign
RISK00992,LOAN00992,CUST0269,BBB,0.3493,0.698,271406.88,66172.09,1.3215,288625.18,71827.68,20240902,Retail
RISK00993,LOAN00993,CUST0108,AAA,0.0775,0.5312,96406.56,3968.87,1.3638,88912.19,4251.25,20240227,SME
RISK00994,LOAN00994,CUST0504,AAA,0.0657,0.6466,464924.02,19750.73,0.5351,259890.8,18249.41,20240531,Corporate
RISK00995,LOAN00995,CUST0587,AAA,0.0423,0.3831,109568.35,1775.57,0.8265,34284.32,1701.98,20240330,Corporate
RISK00996,LOAN00996,CUST0383,AAA,0.0769,0.5676,351215.05,15329.99,0.6646,312960.18,13953.54,20241127,Sovereign
RISK00997,LOAN00997,CUST0690,AAA,0.0126,0.5294,14076.23,93.89,1.2243,6122.53,101.99,20240923,SME
RISK00998,LOAN00998,CUST0138,AAA,0.0798,0.6422,26937.71,1380.49,1.1404,10637.29,1509.08,20240506,SME
RISK00999,LOAN00999,CUST0044,AAA,0.0933,0.618,33722.54,1944.42,0.8709,30957.72,2095.07,20241029,Retail
RISK01000,LOAN01000,CUST0211,AAA,0.0568,0.3836,54855.82,1195.22,1.046,59890.05,1086.94,20241210,Retail
RISK01001,LOAN01001,CUST0634,AAA,0.0956,0.4801,0.0,0.0,1.4249,0.0,0.0,20240521,Corporate
RISK01002,LOAN01002,CUST0667,AAA,0.0116,0.4519,185827.29,974.11,0.6322,98801.22,881.05,20240816,Sovereign
RISK01003,LOAN01003,CUST0980,AAA,0.0545,0.4687,64599.75,1650.15,1.2225,17394.18,1759.19,20240510,Corporate
RISK01004,LOAN01004,CUST0388,BBB,0.359,0.6268,84536.6,19022.53,0.6626,46084.87,20683.86,20241011,SME
RISK01005,LOAN01005,CUST0079,AAA,0.0818,0.6676,255780.37,13968.08,0.8821,194380.89,14998.91,20240926,SME
RISK01006,LOAN01006,CUST0272,AAA,0.0264,0.4946,5839.53,76.25,1.1657,5060.14,71.11,20241024,Retail
RISK01007,LOAN01007,CUST0138,AAA,0.0592,0.6177,82822.61,3028.64,0.8353,35999.95,3288.62,20250324,Corporate
RISK01008,LOAN01008,CUST0590,CC,0.7527,0.5507,17028.76,7058.62,1.1897,12909.58,6505.6,20240110,Corporate
RISK01009,LOAN01009,CUST0004,AAA,0.0871,0.6018,133498.3,6997.55,0.8807,188780.84,6704.93,20240114,Sovereign
RISK01010,LOAN01010,CUST0877,AAA,0.0197,0.5567,211258.75,2316.87,0.2168,215125.53,2152.15,20240324,SME
RISK01011,LOAN01011,CUST0567,BBB,0.3368,0.422,244803.05,34793.76,0.9414,138798.45,31821.29,20250211,SME
RISK01012,LOAN01012,CUST0516,AAA,0.0732,0.3858,125003.76,3530.18,0.9347,92175.47,3618.62,20241014,Sovereign
RISK01013,LOAN01013,CUST0487,CC,0.7609,0.4396,16140.8,5398.96,1.4353,4094.04,5308.32,20241106,Sovereign
RISK01014,LOAN01014,CUST0653,AAA,0.0262,0.5621,95059.7,1399.95,0.6191,65154.97,1275.0,20240122,Retail
RISK01015,LOAN01015,CUST0891,AAA,0.01,0.3226,7386.39,23.83,0.836,5009.88,25.67,20241204,Corporate
RISK01016,LOAN01016,CUST0707,BB,0.4174,0.5573,35279.69,8206.66,0.5599,20083.05,8342.32,20240308,SME
RISK01017,LOAN01017,CUST0495,AAA,0.0587,0.5942,383115.57,13362.89,0.93,323776.91,12630.8,20240127,Retail
RISK01018,LOAN01018,CUST0763,AAA,0.0144,0.4158,83495.89,499.93,0.9562,66918.3,495.02,20240509,Retail
RISK01019,LOAN01019,CUST0912,AAA,0.0432,0.575,15925.29,395.58,0.4303,18281.98,359.02,20240427,Corporate
RISK01020,LOAN01020,CUST0487,CC,0.7446,0.3127,142812.23,33251.89,1.2619,185404.48,33099.15,20240116,Retail
RISK01021,LOAN01021,CUST0812,D,0.95,0.304,196392.91,56718.27,0.3134,184198.33,52282.82,20241101,Corporate
RISK01022,LOAN01022,CUST0620,AAA,0.0799,0.3865,30368.13,937.81,0.8023,39015.41,882.3,20241223,Sovereign
RISK01023,LOAN01023,CUST0195,AAA,0.0509,0.6538,59572.1,1982.47,1.3903,83087.98,1981.32,20241028,SME
RISK01024,LOAN01024,CUST0508,AA,0.1946,0.463,9924.32,894.18,1.4151,7235.66,837.51,20240101,Sovereign
RISK01025,LOAN01025,CUST0508,AAA,0.0245,0.3215,225846.59,1778.94,0.9921,202491.62,1707.31,20240127,Corporate
RISK01026,LOAN01026,CUST0845,AAA,0.0397,0.3576,6527.66,92.67,0.9074,9701.76,87.26,20250106,Sovereign
RISK01027,LOAN01027,CUST0934,AAA,0.0823,0.6191,9025.71,459.88,0.6903,4098.7,442.91,20241108,Sovereign
RISK01028,LOAN01028,CUST0185,AAA,0.0131,0.4636,17001.59,103.25,0.7794,22013.65,105.58,20240812,Corporate
RISK01029,LOAN01029,CUST0618,AAA,0.0584,0.4403,12943.19,332.81,0.7733,12580.58,348.59,20241206,Sovereign
RISK01030,LOAN01030,CUST0135,B,0.5171,0.4719,75086.26,18322.51,0.5738,88943.42,18131.45,20240714,Sovereign
RISK01031,LOAN01031,CUST0776,AAA,0.0981,0.5698,236852.04,13239.41,0.7013,335985.55,11929.07,20240531,SME
RISK01032,LOAN01032,CUST0475,AAA,0.0821,0.523,93548.2,4016.8,0.6779,35832.15,4227.57,20240121,Retail
RISK01033,LOAN01033,CUST0579,AAA,0.0404,0.5948,53891.89,1295.02,0.3651,65551.06,1231.66,20250207,Retail
RISK01034,LOAN01034,CUST0956,D,0.95,0.4076,335028.82,129729.86,0.5763,130769.51,138231.48,20240108,SME
RISK01035,LOAN01035,CUST0460,AAA,0.0714,0.3039,4789.18,103.92,1.3114,4120.33,99.0,20250103,Retail
RISK01036,LOAN01036,CUST0171,AAA,0.0761,0.3008,306403.6,7013.85,0.3488,205465.49,7130.1,20250513,Corporate
RISK01037,LOAN01037,CUST0562,AAA,0.01,0.5084,174929.52,889.34,1.1113,143724.06,846.39,20250105,Sovereign
RISK01038,LOAN01038,CUST0582,B,0.5092,0.5271,58928.26,15816.3,0.801,64084.45,15914.28,20250219,Corporate
RISK01039,LOAN01039,CUST0156,CC,0.7244,0.4839,17711.72,6208.62,0.4265,6009.68,5796.11,20240519,Sovereign
RISK01040,LOAN01040,CUST0046,D,0.95,0.6466,167468.27,102870.73,0.6599,220724.86,108601.38,20240915,SME
RISK01041,LOAN01041,CUST0492,D,0.95,0.5737,5087.24,2772.62,0.5351,2271.79,2525.03,20250331,SME
RISK01042,LOAN01042,CUST0122,AAA,0.0604,0.5583,387358.13,13062.23,0.5392,119542.85,13316.64,20240215,SME
RISK01043,LOAN01043,CUST0338,AAA,0.01,0.4452,412456.33,1836.26,1.0748,406709.48,1954.12,20250422,Sovereign
RISK01044,LOAN01044,CUST0245,AAA,0.0891,0.4093,0.0,0.0,0.5661,0.0,0.0,20240225,Sovereign
RISK01045,LOAN01045,CUST0453,A,0.2477,0.5825,34224.45,4938.08,1.003,21501.31,5404.27,20241127,Corporate
RISK01046,LOAN01046,CUST0094,AAA,0.0141,0.5124,163239.3,1179.38,0.3879,238118.97,1152.56,20240512,SME
RISK01047,LOAN01047,CUST0072,AAA,0.0951,0.3889,198827.96,7353.53,1.2139,245071.58,8068.29,20250426,Retail
RISK01048,LOAN01048,CUST0018,AAA,0.0107,0.3465,0.0,0.0,0.7574,0.0,0.0,20240919,Corporate
RISK01049,LOAN01049,CUST0072,AAA,0.0173,0.3222,61861.42,344.82,1.0446,33088.54,348.7,20250302,Corporate
RISK01050,LOAN01050,CUST0025,AAA,0.0907,0.3802,47484.1,1637.45,0.6308,41413.7,1599.36,20240414,Corporate
RISK01051,LOAN01051,CUST0582,AA,0.1678,0.5942,29714.71,2962.76,0.8889,18032.51,2718.85,20240712,Retail
RISK01052,LOAN01052,CUST0333,AAA,0.044,0.695,9523.63,291.23,1.452,11170.02,297.26,20240129,Corporate
RISK01053,LOAN01053,CUST0308,AAA,0.0626,0.382,37019.72,885.26,0.2315,43252.32,920.22,20250503,Corporate
RISK01054,LOAN01054,CUST0504,AAA,0.094,0.6027,147380.86,8349.69,0.2341,146208.96,8206.96,20240609,SME
RISK01055,LOAN01055,CUST0130,AAA,0.0935,0.6728,20210.58,1271.38,1.2541,26538.06,1270.84,20250109,Corporate
RISK01056,LOAN01056,CUST0976,AAA,0.0511,0.6377,30929.61,1007.89,0.3497,29037.47,1107.09,20240519,Retail
RISK01057,LOAN01057,CUST0301,AAA,0.0933,0.6225,48886.98,2839.32,0.2615,51887.72,2797.24,20250203,Sovereign
RISK01058,LOAN01058,CUST0580,AAA,0.0419,0.5956,34438.87,859.44,0.758,26519.04,841.52,20250424,Sovereign
RISK01059,LOAN01059,CUST0157,BBB,0.3497,0.4027,107525.79,15142.23,1.2011,23824.2,15754.26,20241026,Corporate
RISK01060,LOAN01060,CUST0018,AAA,0.0493,0.3782,355154.95,6621.96,0.2806,132490.22,6938.35,20240706,SME
RISK01061,LOAN01061,CUST0544,AAA,0.0288,0.6498,3965.51,74.21,1.2208,3503.56,81.1,20240824,SME
RISK01062,LOAN01062,CUST0184,AAA,0.0774,0.4389,52095.84,1769.74,0.3609,58544.11,1792.17,20250404,SME
RISK01063,LOAN01063,CUST0104,AA,0.1749,0.5905,46550.49,4807.66,0.8243,24830.66,4436.89,20240303,Sovereign
RISK01064,LOAN01064,CUST0031,BBB,0.3573,0.3569,12195.38,1555.16,0.7314,17335.42,1692.32,20240120,Retail
RISK01065,LOAN01065,CUST0658,AAA,0.0551,0.5369,493753.02,14606.79,1.4479,675277.29,13158.49,20241130,Sovereign
RISK01066,LOAN01066,CUST0981,CC,0.7142,0.3467,356783.65,88344.32,1.0819,193405.27,94863.47,20240916,Corporate
RISK01067,LOAN01067,CUST0707,AAA,0.0885,0.6031,46178.43,2464.74,0.447,33162.43,2278.0,20250311,Sovereign
RISK01068,LOAN01068,CUST0160,AAA,0.0978,0.4867,121928.81,5803.72,0.8312,65563.02,6293.53,20250423,Corporate
RISK01069,LOAN01069,CUST0889,AAA,0.01,0.669,22231.4,148.73,0.2915,22926.58,141.82,20240406,Retail
RISK01070,LOAN01070,CUST0693,A,0.2135,0.6782,57477.38,8322.48,0.826,74982.58,7733.95,20250423,Corporate
RISK01071,LOAN01071,CUST0029,B,0.5677,0.6516,5891.98,2179.52,0.9351,6844.7,2106.59,20241224,Sovereign
RISK01072,LOAN01072,CUST0394,AAA,0.0419,0.6453,108900.3,2944.45,0.5153,131711.73,2948.35,20250210,Sovereign
RISK01073,LOAN01073,CUST0008,BBB,0.3799,0.6881,64281.25,16803.71,0.284,67486.22,16176.06,20240228,Corporate
RISK01074,LOAN01074,CUST0174,D,0.95,0.6297,77731.04,46499.87,1.2521,42627.26,43651.64,20240428,Corporate
RISK01075,LOAN01075,CUST0039,AAA,0.0442,0.5731,183352.95,4644.52,0.2485,131963.64,4250.91,20241211,SME
RISK01076,LOAN01076,CUST0635,CC,0.761,0.3358,196358.44,50178.18,1.3864,171177.12,52627.97,20240803,Sovereign
RISK01077,LOAN01077,CUST0119,AAA,0.0955,0.5595,174105.27,9302.84,1.1532,140410.79,9033.0,20240704,Corporate
RISK01078,LOAN01078,CUST0915,AAA,0.0542,0.4171,61584.14,1392.22,1.4162,81486.78,1349.94,20241231,SME
RISK01079,LOAN01079,CUST0025,AAA,0.0147,0.4473,330242.9,2171.45,0.3058,201719.13,2293.11,20240525,Sovereign
RISK01080,LOAN01080,CUST0488,AAA,0.0936,0.645,270195.24,16312.23,1.0365,328178.1,15597.56,20240103,Sovereign
RISK01081,LOAN01081,CUST0564,AAA,0.0994,0.4962,0.0,0.0,0.83,0.0,0.0,20240822,SME
RISK01082,LOAN01082,CUST0600,BB,0.4198,0.3547,85622.83,12749.5,0.6944,122591.45,13241.93,20240222,SME
RISK01083,LOAN01083,CUST0928,AAA,0.0341,0.4038,39262.73,540.63,0.3468,46969.56,494.32,20240424,Sovereign
RISK01084,LOAN01084,CUST0962,AAA,0.0758,0.637,90764.18,4382.51,0.8556,84005.97,4104.12,20250529,Retail
RISK01085,LOAN01085,CUST0287,AAA,0.0827,0.4855,197794.06,7941.6,0.4286,189977.16,7572.77,20250103,Retail
RISK01086,LOAN01086,CUST0825,AA,0.1883,0.4947,167583.59,15610.75,0.5541,86852.78,14969.21,20250310,Corporate
RISK01087,LOAN01087,CUST0234,AAA,0.0459,0.3724,385998.88,6597.94,0.2298,325135.43,6887.53,20241022,Retail
RISK01088,LOAN01088,CUST0577,AAA,0.0555,0.6336,158319.28,5567.27,0.8603,84427.79,5660.01,20250411,SME
RISK01089,LOAN01089,CUST0460,AAA,0.01,0.6339,3280.61,20.8,0.4613,1655.39,19.7,20250120,Sovereign
RISK01090,LOAN01090,CUST0347,AAA,0.0893,0.4725,257527.46,10866.18,0.7492,65057.58,10516.29,20240603,Corporate
RISK01091,LOAN01091,CUST0487,CC,0.719,0.4574,59837.67,19678.85,0.745,89293.27,21501.3,20240517,Corporate
RISK01092,LOAN01092,CUST0181,BB,0.4021,0.6774,202094.2,55046.93,1.3801,82850.98,51352.18,20250115,Retail
RISK01093,LOAN01093,CUST0149,AAA,0.0777,0.4257,106755.72,3531.15,0.4374,138370.59,3556.39,20240603,SME
RISK01094,LOAN01094,CUST0756,AAA,0.0255,0.4745,5133.67,62.12,0.7566,6104.7,67.92,20240201,SME
RISK01095,LOAN01095,CUST0722,AAA,0.0455,0.3825,57876.34,1007.27,0.5005,73679.2,1013.94,20241113,Retail
RISK01096,LOAN01096,CUST0181,B,0.5651,0.496,211257.61,59213.31,0.965,272075.74,58294.89,20250531,Retail
RISK01097,LOAN01097,CUST0992,AAA,0.0268,0.521,67836.91,947.19,0.9861,98666.42,904.99,20250313,SME
RISK01098,LOAN01098,CUST0239,B,0.5179,0.3118,414379.79,66914.55,1.0627,316666.38,67830.86,20240723,SME
RISK01099,LOAN01099,CUST0424,AA,0.1935,0.6315,573.03,70.02,0.4088,299.62,68.12,20240412,Corporate
RISK01100,LOAN01100,CUST0560,AAA,0.04,0.3776,0.0,0.0,0.3588,0.0,0.0,20250511,Retail
RISK01101,LOAN01101,CUST0041,AAA,0.0254,0.4119,311302.9,3256.93,0.3529,102819.71,3021.31,20240818,SME
RISK01102,LOAN01102,CUST0874,AAA,0.054,0.6832,28661.41,1057.4,0.7785,23814.77,1102.91,20240803,Corporate
RISK01103,LOAN01103,CUST0408,D,0.95,0.5796,6464.31,3559.38,1.3745,4411.16,3687.76,20240316,Corporate
RISK01104,LOAN01104,CUST0620,B,0.516,0.529,92575.57,25269.8,0.405,97861.16,23221.64,20250315,Sovereign
RISK01105,LOAN01105,CUST0228,B,0.5719,0.481,65596.2,18044.46,1.2906,68247.45,19557.84,20240818,Retail
RISK01106,LOAN01106,CUST0844,AAA,0.0586,0.3094,167067.85,3029.08,0.2161,204409.85,3163.28,20240430,Retail
RISK01107,LOAN01107,CUST0518,BB,0.418,0.3087,197473.83,25481.35,1.4583,175223.85,23038.81,20241117,Corporate
RISK01108,LOAN01108,CUST0011,BB,0.4278,0.6528,262424.73,73286.79,1.0543,373270.27,78978.33,20250520,SME
RISK01109,LOAN01109,CUST0034,AAA,0.0247,0.3693,192603.39,1756.87,0.4853,77417.4,1678.07,20250402,SME
RISK01110,LOAN01110,CUST0251,AAA,0.0114,0.6539,13140.21,97.95,0.5193,4038.18,102.83,20240525,Retail
RISK01111,LOAN01111,CUST0346,BBB,0.3618,0.6133,37870.69,8403.2,0.7259,20241.7,7989.5,20241019,SME
RISK01112,LOAN01112,CUST0774,AAA,0.01,0.5257,102246.57,537.51,1.1576,105268.03,556.17,20240710,Retail
RISK01113,LOAN01113,CUST0661,B,0.5058,0.612,189906.19,58785.39,0.8202,161092.98,61438.83,20240129,Retail
RISK01114,LOAN01114,CUST0403,AAA,0.0198,0.4924,242113.03,2360.49,0.6478,196862.44,2205.33,20241209,Sovereign
RISK01115,LOAN01115,CUST0381,AAA,0.0203,0.4793,91323.97,888.56,0.678,99480.87,833.72,20241017,Corporate
RISK01116,LOAN01116,CUST0816,AAA,0.0128,0.4694,49953.55,300.14,0.9219,49291.3,293.96,20250216,Retail
RISK01117,LOAN01117,CUST0485,CC,0.7368,0.6561,162129.62,78375.81,0.2105,123697.22,74127.37,20240118,Sovereign
RISK01118,LOAN01118,CUST0460,CCC,0.6982,0.355,23539.96,5834.64,1.2456,25517.97,5442.77,20240623,Sovereign
RISK01119,LOAN01119,CUST0171,AAA,0.0772,0.3401,137215.19,3602.68,1.0964,71503.43,3839.01,20240821,Corporate
RISK01120,LOAN01120,CUST0307,AAA,0.0974,0.4497,60003.27,2628.19,0.35,52362.2,2380.19,20250222,SME
RISK01121,LOAN01121,CUST0881,A,0.2367,0.5159,159482.92,19475.02,1.4755,159925.37,18589.28,20240826,Corporate
RISK01122,LOAN01122,CUST0185,BBB,0.3532,0.3836,109598.85,14849.28,0.3028,59545.71,14231.01,20240821,SME
RISK01123,LOAN01123,CUST0175,AAA,0.0716,0.5662,14545.66,589.68,0.5305,8697.86,531.22,20250522,SME
RISK01124,LOAN01124,CUST0282,AAA,0.0541,0.6891,142709.96,5320.27,0.8711,115594.23,5784.76,20250514,Sovereign
RISK01125,LOAN01125,CUST0448,AAA,0.0779,0.445,161245.1,5589.64,1.0526,142523.73,5568.82,20250209,Retail
RISK01126,LOAN01126,CUST0883,AAA,0.01,0.3425,31272.51,107.11,0.9282,42582.82,109.48,20240728,SME
RISK01127,LOAN01127,CUST0747,AAA,0.01,0.6404,169934.67,1088.26,0.5489,69669.33,1176.44,20240509,Corporate
RISK01128,LOAN01128,CUST0167,AAA,0.0418,0.3681,26136.95,402.16,0.3084,36527.62,412.92,20240206,Sovereign
RISK01129,LOAN01129,CUST0041,B,0.5963,0.4445,230.86,61.19,0.7811,85.2,66.57,20240205,Sovereign
RISK01130,LOAN01130,CUST0069,AAA,0.0575,0.3982,234956.58,5379.68,0.7595,136730.41,5299.2,20240709,Retail
RISK01131,LOAN01131,CUST0552,AAA,0.01,0.3187,62692.71,199.8,0.5241,41351.58,203.03,20241203,Sovereign
RISK01132,LOAN01132,CUST0955,AAA,0.0418,0.6362,94908.71,2523.92,0.4543,57490.22,2684.0,20240201,SME
RISK01133,LOAN01133,CUST0447,AAA,0.0463,0.38,0.0,0.0,0.9887,0.0,0.0,20250106,Retail
RISK01134,LOAN01134,CUST0456,B,0.5787,0.3459,273645.96,54776.35,0.6698,64314.5,52938.65,20240727,Sovereign
RISK01135,LOAN01135,CUST0812,AAA,0.0349,0.66,212802.71,4901.7,0.2541,227758.97,4429.05,20240420,Corporate
RISK01136,LOAN01136,CUST0938,AAA,0.0919,0.3127,72621.81,2086.94,0.4136,27938.69,2193.04,20240528,Retail
RISK01137,LOAN01137,CUST0214,AAA,0.0328,0.4361,11190.39,160.07,0.2143,6819.75,156.39,20240620,SME
RISK01138,LOAN01138,CUST0452,AAA,0.0287,0.3877,210813.06,2345.71,0.6141,307908.7,2359.61,20250408,Corporate
RISK01139,LOAN01139,CUST0791,BBB,0.3834,0.4555,33672.61,5880.54,1.3307,31426.99,5412.43,20240529,SME
RISK01140,LOAN01140,CUST0584,AAA,0.0418,0.5271,185433.36,4085.61,0.4167,224447.67,4204.64,20240628,Sovereign
RISK01141,LOAN01141,CUST0479,D,0.95,0.4356,194434.88,80461.04,0.3316,149607.4,76342.02,20250224,Retail
RISK01142,LOAN01142,CUST0346,BBB,0.3937,0.6341,57929.86,14461.91,0.6774,50847.52,15439.11,20241014,SME
RISK01143,LOAN01143,CUST0800,B,0.5635,0.5948,36962.42,12388.69,0.6119,54145.73,11879.79,20240118,SME
RISK01144,LOAN01144,CUST0467,AAA,0.0843,0.6852,79184.56,4573.89,1.3192,89917.23,4896.71,20240812,Corporate
RISK01145,LOAN01145,CUST0426,CC,0.7568,0.6129,42868.04,19884.03,0.465,13666.53,18857.89,20250420,SME
RISK01146,LOAN01146,CUST0305,AAA,0.0925,0.3668,45812.65,1554.38,0.4992,50630.26,1626.13,20241211,SME
RISK01147,LOAN01147,CUST0012,AAA,0.0412,0.6529,3554.28,95.61,0.9853,1294.45,98.0,20241125,Retail
RISK01148,LOAN01148,CUST0922,AAA,0.0645,0.5663,47741.49,1743.82,1.2143,69878.65,1734.03,20240903,Sovereign
RISK01149,LOAN01149,CUST0415,AAA,0.0911,0.5569,10100.77,512.45,1.3602,4522.8,519.84,20240719,Sovereign
RISK01150,LOAN01150,CUST0630,AAA,0.0598,0.6306,111461.42,4203.2,0.6924,43123.62,3784.01,20241122,SME
RISK01151,LOAN01151,CUST0770,A,0.2535,0.5015,83588.01,10626.56,0.7278,32127.18,9586.55,20241108,Corporate
RISK01152,LOAN01152,CUST0410,A,0.2238,0.3556,381726.29,30379.03,0.9478,126181.05,32362.8,20240517,Corporate
RISK01153,LOAN01153,CUST0467,AAA,0.01,0.4563,183766.14,838.52,0.6801,116710.15,882.25,20240201,Retail
RISK01154,LOAN01154,CUST0063,CC,0.7247,0.3709,268111.64,72066.06,0.3323,92899.59,74696.04,20241109,Sovereign
RISK01155,LOAN01155,CUST0860,AAA,0.0966,0.6078,107520.86,6312.92,0.9256,54765.17,6905.3,20240815,Sovereign
RISK01156,LOAN01156,CUST0239,B,0.5611,0.3686,82633.09,17090.3,0.5383,98509.27,15863.13,20250216,Corporate
RISK01157,LOAN01157,CUST0162,AAA,0.0958,0.421,179325.44,7232.52,0.4814,221933.18,7460.3,20250223,Retail
RISK01158,LOAN01158,CUST0616,D,0.95,0.3254,94932.41,29346.46,0.9251,81103.85,31966.29,20250531,Sovereign
RISK01159,LOAN01159,CUST0552,D,0.95,0.665,54528.9,34448.63,0.4567,65265.0,36376.32,20240316,Corporate
RISK01160,LOAN01160,CUST0285,A,0.2133,0.5155,27775.11,3054.04,1.249,21386.14,2918.16,20240715,Retail
RISK01161,LOAN01161,CUST0515,AAA,0.058,0.6022,348138.74,12159.65,1.0326,185949.64,13296.27,20240513,Retail
RISK01162,LOAN01162,CUST0054,CC,0.7321,0.3373,97807.53,24152.33,0.5711,98435.34,22204.77,20241015,Corporate
RISK01163,LOAN01163,CUST0963,AAA,0.0446,0.3192,15359.24,218.66,0.3203,4912.9,215.95,20240124,Retail
RISK01164,LOAN01164,CUST0645,AAA,0.0166,0.6783,24234.06,272.87,0.9826,29712.84,288.39,20241018,Retail
RISK01165,LOAN01165,CUST0667,B,0.5458,0.5065,0.0,0.0,0.4138,0.0,0.0,20240303,Sovereign
RISK01166,LOAN01166,CUST0990,AAA,0.0937,0.5742,146983.45,7908.08,0.5268,31463.17,8468.1,20250312,Corporate
RISK01167,LOAN01167,CUST0906,AAA,0.0841,0.396,39095.11,1302.01,0.4709,16498.42,1348.26,20240710,Sovereign
RISK01168,LOAN01168,CUST0059,AAA,0.063,0.3736,194306.96,4573.36,0.8668,186986.79,4914.46,20240131,Sovereign
RISK01169,LOAN01169,CUST0535,CCC,0.6809,0.3649,56732.83,14095.86,0.4472,31172.45,13624.49,20240426,Retail
RISK01170,LOAN01170,CUST0221,AAA,0.0183,0.6638,244121.69,2965.48,0.3523,126074.39,3176.77,20250310,Retail
RISK01171,LOAN01171,CUST0415,BBB,0.3576,0.4273,166543.22,25448.22,1.4307,51760.44,26851.63,20241225,Retail
RISK01172,LOAN01172,CUST0913,BB,0.4033,0.6261,57317.92,14473.13,1.3203,67105.49,14191.25,20250330,SME
RISK01173,LOAN01173,CUST0798,B,0.551,0.3587,36047.14,7124.49,0.6943,38852.52,6546.44,20250302,Retail
RISK01174,LOAN01174,CUST0735,D,0.95,0.3923,50622.83,18866.37,0.3032,41731.47,18472.44,20240926,Sovereign
RISK01175,LOAN01175,CUST0413,AAA,0.0817,0.6871,70795.01,3974.15,0.4942,17123.42,3767.54,20240413,SME
RISK01176,LOAN01176,CUST0683,AAA,0.062,0.3044,144046.26,2718.56,0.2457,46522.66,2844.62,20241120,SME
RISK01177,LOAN01177,CUST0075,D,0.95,0.6792,95935.36,61901.33,0.7651,125374.37,65898.96,20240412,Retail
RISK01178,LOAN01178,CUST0159,BB,0.4068,0.6461,227452.32,59782.08,0.8564,164158.01,57593.16,20240728,Corporate
