loan_id,customer_id,product_id,disbursal_date_id,disbursal_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,paid_instalments,days_past_due,loan_status,pd,lgd,ead,ecl,collateral_value
LOAN01002,CUST0667,PROD03,20241028,411103.62,9.53,120,5326.34,185827.29,62,0,Closed,0.0116,0.4519,185827.29,974.11,151758.49
LOAN01003,CUST0980,PROD05,20200328,419967.99,15.24,36,14607.74,64599.75,30,0,Closed,0.0545,0.4687,64599.75,1650.15,482360.11
LOAN01004,CUST0388,PROD04,20200110,457485.73,10.01,84,7597.17,84536.6,66,60,Defaulted,0.359,0.6268,84536.6,19022.53,468665.07
LOAN01005,CUST0079,PROD01,20200802,499592.11,11.43,360,4920.75,255780.37,165,0,Active,0.0818,0.6676,255780.37,13968.08,306945.45
LOAN01006,CUST0272,PROD01,20220203,23549.34,13.19,24,1121.68,5839.53,17,0,Active,0.0264,0.4946,5839.53,76.25,7366.14
LOAN01007,CUST0138,PROD05,20241121,135332.08,9.7,24,6226.17,82822.61,8,0,Active,0.0592,0.6177,82822.61,3028.64,188090.95
LOAN01008,CUST0590,PROD04,20230323,212102.6,10.92,12,18738.07,17028.76,11,120,NPA,0.7527,0.5507,17028.76,7058.62,220180.13
LOAN01009,CUST0004,PROD05,20201221,255299.88,13.99,36,8724.3,133498.3,17,0,Closed,0.0871,0.6018,133498.3,6997.55,134264.12
LOAN01010,CUST0877,PROD02,20240829,271130.6,15.09,84,5245.64,211258.75,17,0,Active,0.0197,0.5567,211258.75,2316.87,172771.84
LOAN01011,CUST0567,PROD05,20200902,379991.69,14.63,24,18357.79,244803.05,8,60,Defaulted,0.3368,0.422,244803.05,34793.76,118708.22
LOAN01012,CUST0516,PROD05,20200513,249241.75,12.16,240,2772.22,125003.76,113,0,Active,0.0732,0.3858,125003.76,3530.18,106163.78
LOAN01013,CUST0487,PROD04,20200129,51675.08,13.6,60,1191.7,16140.8,38,120,NPA,0.7609,0.4396,16140.8,5398.96,39736.93
LOAN01014,CUST0653,PROD04,20200217,274750.8,10.87,36,8978.08,95059.7,22,0,Active,0.0262,0.5621,95059.7,1399.95,70220.41
LOAN01015,CUST0891,PROD02,20200623,22250.85,13.05,360,247.01,7386.39,230,0,Closed,0.01,0.3226,7386.39,23.83,23034.35
LOAN01016,CUST0707,PROD05,20240913,54353.87,9.33,60,1137.02,35279.69,17,60,Defaulted,0.4174,0.5573,35279.69,8206.66,4850.86
LOAN01017,CUST0495,PROD05,20210925,477601.99,15.35,24,23236.82,383115.57,4,0,Active,0.0587,0.5942,383115.57,13362.89,340054.61
LOAN01018,CUST0763,PROD04,20210607,206402.55,9.06,360,1669.68,83495.89,191,0,Active,0.0144,0.4158,83495.89,499.93,82049.57
LOAN01019,CUST0912,PROD02,20201219,54341.0,12.04,120,780.89,15925.29,79,0,Active,0.0432,0.575,15925.29,395.58,17534.12
LOAN01020,CUST0487,PROD01,20201101,202681.37,13.4,240,2432.55,142812.23,43,120,NPA,0.7446,0.3127,142812.23,33251.89,101914.63
LOAN01021,CUST0812,PROD02,20220311,362113.64,8.1,120,4412.6,196392.91,46,180,NPA,0.95,0.304,196392.91,56718.27,252490.8
LOAN01022,CUST0620,PROD03,20200302,52410.95,9.57,12,4597.28,30368.13,5,0,Active,0.0799,0.3865,30368.13,937.81,36279.84
LOAN01023,CUST0195,PROD01,20230902,89974.26,8.29,180,874.97,59572.1,52,0,Active,0.0509,0.6538,59572.1,1982.47,88411.31
LOAN01024,CUST0508,PROD02,20210115,17351.1,14.5,24,837.18,9924.32,10,30,Active,0.1946,0.463,9924.32,894.18,2911.72
LOAN01025,CUST0508,PROD01,20230312,275843.04,15.94,36,9689.65,225846.59,4,0,Active,0.0245,0.3215,225846.59,1778.94,404815.15
LOAN01026,CUST0845,PROD02,20240404,150102.2,14.19,60,3507.42,6527.66,57,0,Active,0.0397,0.3576,6527.66,92.67,40771.6
LOAN01027,CUST0934,PROD05,20210706,75248.46,13.73,24,3603.3,9025.71,21,0,Active,0.0823,0.6191,9025.71,459.88,53553.62
LOAN01028,CUST0185,PROD04,20230617,108080.84,9.05,12,9454.34,17001.59,10,0,Active,0.0131,0.4636,17001.59,103.25,105629.41
LOAN01029,CUST0618,PROD03,20240114,16932.69,15.75,240,232.41,12943.19,34,0,Active,0.0584,0.4403,12943.19,332.81,9709.16
LOAN01030,CUST0135,PROD01,20200805,335370.34,10.22,360,2997.78,75086.26,274,90,NPA,0.5171,0.4719,75086.26,18322.51,443112.53
LOAN01031,CUST0776,PROD03,20240209,402155.2,15.02,360,5091.46,236852.04,130,0,Closed,0.0981,0.5698,236852.04,13239.41,76551.27
LOAN01032,CUST0475,PROD04,20200430,252598.94,9.79,12,22182.8,93548.2,7,0,Active,0.0821,0.523,93548.2,4016.8,33559.32
LOAN01033,CUST0579,PROD01,20230317,247894.37,12.77,12,22114.51,53891.89,9,0,Active,0.0404,0.5948,53891.89,1295.02,284120.9
LOAN01034,CUST0956,PROD02,20220315,481164.13,12.82,360,5255.02,335028.82,101,180,NPA,0.95,0.4076,335028.82,129729.86,315436.48
LOAN01035,CUST0460,PROD01,20221029,63047.84,12.38,36,2105.55,4789.18,33,0,Active,0.0714,0.3039,4789.18,103.92,6233.99
LOAN01036,CUST0171,PROD02,20240302,344728.02,13.81,180,4546.96,306403.6,3,0,Closed,0.0761,0.3008,306403.6,7013.85,10663.05
LOAN01037,CUST0562,PROD05,20220210,397673.32,13.82,48,10831.14,174929.52,25,0,Active,0.01,0.5084,174929.52,889.34,458190.02
LOAN01038,CUST0582,PROD01,20200905,63959.92,14.29,60,1497.87,58928.26,1,90,NPA,0.5092,0.5271,58928.26,15816.3,71128.15
LOAN01039,CUST0156,PROD02,20201011,104763.06,11.38,180,1215.85,17711.72,148,120,NPA,0.7244,0.4839,17711.72,6208.62,112572.23
LOAN01040,CUST0046,PROD04,20200119,398602.57,10.36,240,3942.15,167468.27,139,180,NPA,0.95,0.6466,167468.27,102870.73,327420.03
LOAN01041,CUST0492,PROD03,20220306,25112.08,7.7,48,609.53,5087.24,38,180,NPA,0.95,0.5737,5087.24,2772.62,9380.91
LOAN01042,CUST0122,PROD01,20240120,476780.67,8.2,48,11684.42,387358.13,6,0,Active,0.0604,0.5583,387358.13,13062.23,496545.29
LOAN01043,CUST0338,PROD05,20201016,481612.11,10.13,360,4272.83,412456.33,9,0,Closed,0.01,0.4452,412456.33,1836.26,234021.54
LOAN01044,CUST0245,PROD03,20220425,19835.81,10.23,120,264.66,0.0,120,0,Active,0.0891,0.4093,0.0,0.0,12033.06
LOAN01045,CUST0453,PROD02,20240106,52267.81,12.18,12,4648.33,34224.45,4,30,Active,0.2477,0.5825,34224.45,4938.08,42264.39
LOAN01046,CUST0094,PROD05,20201107,328046.04,11.86,36,10873.9,163239.3,18,0,Closed,0.0141,0.5124,163239.3,1179.38,246426.77
LOAN01047,CUST0072,PROD04,20210620,452893.08,11.47,84,7867.0,198827.96,45,0,Active,0.0951,0.3889,198827.96,7353.53,676449.56
LOAN01048,CUST0018,PROD01,20210826,83937.83,8.3,24,3807.78,0.0,24,0,Closed,0.0107,0.3465,0.0,0.0,52713.74
LOAN01049,CUST0072,PROD02,20240529,176246.03,7.65,84,2716.38,61861.42,50,0,Active,0.0173,0.3222,61861.42,344.82,112745.61
LOAN01050,CUST0025,PROD01,20200623,282971.01,11.94,36,9390.58,47484.1,29,0,Closed,0.0907,0.3802,47484.1,1637.45,383742.44
LOAN01051,CUST0582,PROD04,20200520,49337.79,7.75,84,762.86,29714.71,33,30,Active,0.1678,0.5942,29714.71,2962.76,32209.65
LOAN01052,CUST0333,PROD02,20240726,159468.0,13.67,60,3683.32,9523.63,56,0,Active,0.044,0.695,9523.63,291.23,203831.26
LOAN01053,CUST0308,PROD04,20240817,58000.11,8.25,12,5052.05,37019.72,3,0,Closed,0.0626,0.382,37019.72,885.26,63674.46
LOAN01054,CUST0504,PROD02,20210615,178112.55,15.67,48,5017.71,147380.86,5,0,Active,0.094,0.6027,147380.86,8349.69,200230.54
LOAN01055,CUST0130,PROD04,20230930,200149.34,15.89,36,7025.79,20210.58,32,0,Closed,0.0935,0.6728,20210.58,1271.38,235126.94
LOAN01056,CUST0976,PROD02,20241018,141650.66,8.15,36,4448.63,30929.61,28,0,Active,0.0511,0.6377,30929.61,1007.89,167878.75
LOAN01057,CUST0301,PROD04,20220814,332883.77,12.41,24,15733.81,48886.98,20,0,Active,0.0933,0.6225,48886.98,2839.32,151449.5
LOAN01058,CUST0580,PROD04,20210909,67149.27,10.16,36,2171.77,34438.87,17,0,Active,0.0419,0.5956,34438.87,859.44,38114.3
LOAN01059,CUST0157,PROD01,20201104,171457.82,12.92,24,8144.98,107525.79,8,60,Defaulted,0.3497,0.4027,107525.79,15142.23,202059.97
LOAN01060,CUST0018,PROD04,20230913,401509.77,12.96,60,9127.36,355154.95,5,0,Closed,0.0493,0.3782,355154.95,6621.96,331505.28
LOAN01061,CUST0544,PROD02,20220807,6248.12,13.18,48,168.18,3965.51,14,0,Active,0.0288,0.6498,3965.51,74.21,4711.3
LOAN01062,CUST0184,PROD01,20221217,142227.58,14.31,240,1800.74,52095.84,137,0,Active,0.0774,0.4389,52095.84,1769.74,20979.9
LOAN01063,CUST0104,PROD01,20210107,84693.94,14.96,24,4104.92,46550.49,9,30,Active,0.1749,0.5905,46550.49,4807.66,31396.2
LOAN01064,CUST0031,PROD01,20231221,30224.06,12.7,120,445.95,12195.38,67,60,Defaulted,0.3573,0.3569,12195.38,1555.16,32348.66
LOAN01065,CUST0658,PROD05,20220227,493789.87,9.22,12,43233.05,493753.02,0,0,Active,0.0551,0.5369,493753.02,14606.79,447663.1
LOAN01066,CUST0981,PROD01,20200613,404755.93,7.78,24,18265.43,356783.65,0,120,NPA,0.7142,0.3467,356783.65,88344.32,64925.58
LOAN01067,CUST0707,PROD04,20240310,296898.53,11.47,24,13902.67,46178.43,20,0,Closed,0.0885,0.6031,46178.43,2464.74,393734.7
LOAN01068,CUST0160,PROD03,20231101,488995.8,15.92,360,6544.27,121928.81,259,0,Active,0.0978,0.4867,121928.81,5803.72,384265.24
LOAN01069,CUST0889,PROD03,20200120,43135.45,15.64,24,2104.63,22231.4,10,0,Closed,0.01,0.669,22231.4,148.73,36111.6
LOAN01070,CUST0693,PROD04,20221206,238478.56,14.12,12,21425.77,57477.38,9,30,Active,0.2135,0.6782,57477.38,8322.48,37840.69
LOAN01071,CUST0029,PROD05,20231114,59978.76,12.73,240,691.19,5891.98,213,90,NPA,0.5677,0.6516,5891.98,2179.52,52908.34
LOAN01072,CUST0394,PROD03,20220912,388572.5,12.05,180,4676.03,108900.3,124,0,Active,0.0419,0.6453,108900.3,2944.45,524380.71
LOAN01073,CUST0008,PROD02,20240622,275779.79,13.23,60,6307.36,64281.25,45,60,Defaulted,0.3799,0.6881,64281.25,16803.71,13021.42
LOAN01074,CUST0174,PROD03,20231002,101106.55,14.03,60,2354.15,77731.04,13,180,NPA,0.95,0.6297,77731.04,46499.87,59253.96
LOAN01075,CUST0039,PROD04,20230518,277985.59,14.7,120,4433.95,183352.95,33,0,Active,0.0442,0.5731,183352.95,4644.52,27642.84
LOAN01076,CUST0635,PROD01,20210518,425603.71,15.27,360,5473.53,196358.44,186,120,NPA,0.761,0.3358,196358.44,50178.18,35060.41
LOAN01077,CUST0119,PROD04,20210902,197255.62,7.54,36,6139.5,174105.27,0,0,Closed,0.0955,0.5595,174105.27,9302.84,226896.36
LOAN01078,CUST0915,PROD02,20210731,352894.06,13.41,48,9539.23,61584.14,39,0,Active,0.0542,0.4171,61584.14,1392.22,34914.5
LOAN01079,CUST0025,PROD01,20210909,370602.15,12.61,24,17551.29,330242.9,2,0,Active,0.0147,0.4473,330242.9,2171.45,39618.25
LOAN01080,CUST0488,PROD03,20240412,494635.07,13.44,240,5950.76,270195.24,103,0,Active,0.0936,0.645,270195.24,16312.23,172632.0
LOAN01081,CUST0564,PROD01,20200710,166296.56,14.47,12,14968.09,0.0,12,0,Active,0.0994,0.4962,0.0,0.0,204610.35
LOAN01082,CUST0600,PROD04,20241018,163428.36,9.6,24,7511.25,85622.83,10,60,Defaulted,0.4198,0.3547,85622.83,12749.5,188864.78
LOAN01083,CUST0928,PROD04,20221006,404554.1,8.64,84,6435.23,39262.73,75,0,Active,0.0341,0.4038,39262.73,540.63,228399.44
LOAN01084,CUST0962,PROD01,20240410,233620.59,9.43,360,1952.49,90764.18,196,0,Active,0.0758,0.637,90764.18,4382.51,129593.45
LOAN01085,CUST0287,PROD04,20240502,236939.09,7.81,180,2238.4,197794.06,16,0,Active,0.0827,0.4855,197794.06,7941.6,128534.88
LOAN01086,CUST0825,PROD03,20240325,268121.53,12.95,180,3383.57,167583.59,58,30,Active,0.1883,0.4947,167583.59,15610.75,123427.99
LOAN01087,CUST0234,PROD05,20200202,444890.3,10.02,36,14359.54,385998.88,4,0,Active,0.0459,0.3724,385998.88,6597.94,33240.34
LOAN01088,CUST0577,PROD02,20211111,386436.02,10.85,60,8373.18,158319.28,33,0,Active,0.0555,0.6336,158319.28,5567.27,577933.44
LOAN01089,CUST0460,PROD04,20220527,72372.84,11.29,60,1584.05,3280.61,57,0,Active,0.01,0.6339,3280.61,20.8,22420.44
LOAN01090,CUST0347,PROD02,20240128,483613.09,10.91,240,4962.21,257527.46,106,0,Active,0.0893,0.4725,257527.46,10866.18,365575.01
LOAN01091,CUST0487,PROD05,20200416,448480.82,13.4,120,6802.52,59837.67,102,120,NPA,0.719,0.4574,59837.67,19678.85,457062.59
LOAN01092,CUST0181,PROD01,20231122,391185.19,14.11,84,7354.61,202094.2,33,60,Defaulted,0.4021,0.6774,202094.2,55046.93,354404.47
LOAN01093,CUST0149,PROD04,20210213,211969.42,8.21,360,1586.5,106755.72,167,0,Closed,0.0777,0.4257,106755.72,3531.15,216784.77
LOAN01094,CUST0756,PROD03,20220422,33597.64,11.53,180,393.13,5133.67,152,0,Active,0.0255,0.4745,5133.67,62.12,3879.24
LOAN01095,CUST0722,PROD01,20210509,133537.63,14.68,240,1726.92,57876.34,122,0,Closed,0.0455,0.3825,57876.34,1007.27,11945.54
LOAN01096,CUST0181,PROD02,20230810,243661.94,8.4,36,7680.52,211257.61,4,90,NPA,0.5651,0.496,211257.61,59213.31,221761.83
LOAN01097,CUST0992,PROD04,20200806,86368.93,14.13,120,1347.78,67836.91,20,0,Active,0.0268,0.521,67836.91,947.19,74768.44
LOAN01098,CUST0239,PROD01,20220206,470298.49,14.6,36,16211.08,414379.79,0,90,NPA,0.5179,0.3118,414379.79,66914.55,127109.58
LOAN01099,CUST0424,PROD05,20240615,11887.51,15.97,240,165.12,573.03,227,30,Active,0.1935,0.6315,573.03,70.02,1079.68
LOAN01100,CUST0560,PROD01,20241113,228035.59,15.01,24,11057.76,0.0,24,0,Closed,0.04,0.3776,0.0,0.0,303433.49
LOAN01101,CUST0041,PROD03,20231104,470974.34,9.98,12,41401.75,311302.9,3,0,Active,0.0254,0.4119,311302.9,3256.93,408032.45
LOAN01102,CUST0874,PROD01,20241102,84155.29,9.87,180,897.66,28661.41,113,0,Active,0.054,0.6832,28661.41,1057.4,4104.0
LOAN01103,CUST0408,PROD03,20210616,82355.51,10.47,12,7258.37,6464.31,11,180,NPA,0.95,0.5796,6464.31,3559.38,27051.79
LOAN01104,CUST0620,PROD02,20200917,351853.6,15.93,180,5150.51,92575.57,126,90,NPA,0.516,0.529,92575.57,25269.8,433965.56
LOAN01105,CUST0228,PROD03,20230828,152740.24,14.07,12,13719.14,65596.2,6,90,NPA,0.5719,0.481,65596.2,18044.46,147978.18
LOAN01106,CUST0844,PROD02,20220718,278717.56,10.08,36,9003.9,167067.85,13,0,Closed,0.0586,0.3094,167067.85,3029.08,302179.71
LOAN01107,CUST0518,PROD05,20220609,408951.94,11.06,60,8903.85,197473.83,31,60,Defaulted,0.418,0.3087,197473.83,25481.35,27355.73
LOAN01108,CUST0011,PROD01,20230303,299535.82,8.91,36,9512.62,262424.73,4,60,Defaulted,0.4278,0.6528,262424.73,73286.79,107022.62
LOAN01109,CUST0034,PROD03,20210614,288349.05,7.79,240,2374.32,192603.39,57,0,Closed,0.0247,0.3693,192603.39,1756.87,414100.01
LOAN01110,CUST0251,PROD03,20200517,81212.3,10.68,12,7165.56,13140.21,10,0,Closed,0.0114,0.6539,13140.21,97.95,27560.46
LOAN01111,CUST0346,PROD03,20211103,116887.98,10.94,12,10327.48,37870.69,8,60,Defaulted,0.3618,0.6133,37870.69,8403.2,109368.86
LOAN01112,CUST0774,PROD02,20210129,150798.91,9.59,36,4836.88,102246.57,10,0,Closed,0.01,0.5257,102246.57,537.51,167481.55
LOAN01113,CUST0661,PROD02,20200907,416668.38,14.2,36,14281.25,189906.19,17,90,NPA,0.5058,0.612,189906.19,58785.39,469599.96
LOAN01114,CUST0403,PROD03,20241126,302566.02,8.64,360,2356.56,242113.03,28,0,Active,0.0198,0.4924,242113.03,2360.49,140234.81
LOAN01115,CUST0381,PROD03,20201123,453675.15,10.76,24,21094.3,91323.97,19,0,Active,0.0203,0.4793,91323.97,888.56,423370.18
LOAN01116,CUST0816,PROD01,20230415,94501.68,11.29,36,3106.86,49953.55,14,0,Closed,0.0128,0.4694,49953.55,300.14,134776.97
LOAN01117,CUST0485,PROD03,20201105,316629.88,10.89,240,3244.55,162129.62,98,120,NPA,0.7368,0.6561,162129.62,78375.81,202195.14
LOAN01118,CUST0460,PROD02,20200224,287685.54,8.85,12,25138.52,23539.96,11,120,NPA,0.6982,0.355,23539.96,5834.64,26359.66
LOAN01119,CUST0171,PROD01,20200508,347086.2,14.81,84,6660.69,137215.19,45,0,Active,0.0772,0.3401,137215.19,3602.68,333123.23
LOAN01120,CUST0307,PROD02,20230926,261125.24,11.25,12,23109.14,60003.27,9,0,Active,0.0974,0.4497,60003.27,2628.19,290338.23
LOAN01121,CUST0881,PROD02,20201110,253350.6,9.51,24,11633.63,159482.92,8,30,Active,0.2367,0.5159,159482.92,19475.02,41598.14
LOAN01122,CUST0185,PROD01,20210911,244135.75,7.85,240,2019.32,109598.85,126,60,Defaulted,0.3532,0.3836,109598.85,14849.28,85866.75
LOAN01123,CUST0175,PROD05,20230422,217849.2,8.31,240,1864.43,14545.66,223,0,Active,0.0716,0.5662,14545.66,589.68,313714.29
LOAN01124,CUST0282,PROD01,20221130,320087.21,14.18,84,6030.31,142709.96,45,0,Closed,0.0541,0.6891,142709.96,5320.27,153948.67
LOAN01125,CUST0448,PROD04,20201003,395325.37,7.65,120,4723.59,161245.1,65,0,Active,0.0779,0.445,161245.1,5589.64,547907.78
LOAN01126,CUST0883,PROD03,20240218,44675.78,12.48,84,800.16,31272.51,21,0,Closed,0.01,0.3425,31272.51,107.11,12287.03
LOAN01127,CUST0747,PROD04,20201210,226374.95,12.2,60,5058.49,169934.67,12,0,Active,0.01,0.6404,169934.67,1088.26,57565.02
LOAN01128,CUST0167,PROD02,20210714,147299.39,12.37,24,6959.37,26136.95,19,0,Closed,0.0418,0.3681,26136.95,402.16,153255.6
LOAN01129,CUST0041,PROD02,20220419,5122.13,15.31,120,83.61,230.86,114,90,NPA,0.5963,0.4445,230.86,61.19,1492.12
LOAN01130,CUST0069,PROD04,20240908,325272.87,7.66,60,6542.56,234956.58,14,0,Closed,0.0575,0.3982,234956.58,5379.68,372282.37
LOAN01131,CUST0552,PROD05,20201229,84359.44,14.61,36,2908.26,62692.71,5,0,Active,0.01,0.3187,62692.71,199.8,122121.75
LOAN01132,CUST0955,PROD05,20201021,245497.5,7.82,180,2320.66,94908.71,102,0,Active,0.0418,0.6362,94908.71,2523.92,174549.32
LOAN01133,CUST0447,PROD02,20220311,113102.38,11.97,60,2514.19,0.0,60,0,Active,0.0463,0.38,0.0,0.0,71875.3
LOAN01134,CUST0456,PROD04,20230911,429407.9,13.22,36,14513.99,273645.96,13,90,NPA,0.5787,0.3459,273645.96,54776.35,414108.61
LOAN01135,CUST0812,PROD05,20210614,357712.89,15.7,60,8641.97,212802.71,19,0,Active,0.0349,0.66,212802.71,4901.7,154373.91
LOAN01136,CUST0938,PROD02,20220730,234641.4,13.1,36,7917.3,72621.81,24,0,Active,0.0919,0.3127,72621.81,2086.94,302213.33
LOAN01137,CUST0214,PROD03,20230522,94130.07,15.78,60,2278.07,11190.39,52,0,Active,0.0328,0.4361,11190.39,160.07,72235.0
LOAN01138,CUST0452,PROD01,20200626,311762.67,12.3,180,3802.06,210813.06,44,0,Closed,0.0287,0.3877,210813.06,2345.71,143871.83
LOAN01139,CUST0791,PROD03,20200608,88268.04,9.78,180,936.69,33672.61,109,60,Defaulted,0.3834,0.4555,33672.61,5880.54,33832.49
LOAN01140,CUST0584,PROD01,20201204,437702.5,14.07,84,8219.48,185433.36,47,0,Closed,0.0418,0.5271,185433.36,4085.61,184408.87
LOAN01141,CUST0479,PROD02,20210209,219767.35,13.5,240,2653.42,194434.88,16,180,NPA,0.95,0.4356,194434.88,80461.04,165108.95
LOAN01142,CUST0346,PROD03,20220913,91318.63,10.82,60,1977.3,57929.86,17,60,Defaulted,0.3937,0.6341,57929.86,14461.91,4451.97
LOAN01143,CUST0800,PROD02,20220903,43438.02,13.21,240,515.42,36962.42,12,90,NPA,0.5635,0.5948,36962.42,12388.69,19130.11
LOAN01144,CUST0467,PROD05,20221206,141524.65,11.38,60,3103.98,79184.56,25,0,Closed,0.0843,0.6852,79184.56,4573.89,74598.22
LOAN01145,CUST0426,PROD03,20220428,70029.93,14.95,180,977.73,42868.04,59,120,NPA,0.7568,0.6129,42868.04,19884.03,38629.52
LOAN01146,CUST0305,PROD01,20221129,409155.83,13.85,84,7633.72,45812.65,73,0,Active,0.0925,0.3668,45812.65,1554.38,517453.22
LOAN01147,CUST0012,PROD05,20210922,25299.8,11.36,84,438.0,3554.28,71,0,Active,0.0412,0.6529,3554.28,95.61,1262.44
LOAN01148,CUST0922,PROD01,20210411,224882.48,15.28,48,6290.61,47741.49,37,0,Active,0.0645,0.5663,47741.49,1743.82,7506.52
LOAN01149,CUST0415,PROD04,20231206,276256.85,8.65,24,12576.41,10100.77,23,0,Closed,0.0911,0.5569,10100.77,512.45,321605.04
LOAN01150,CUST0630,PROD01,20240428,228800.37,13.0,240,2680.57,111461.42,110,0,Active,0.0598,0.6306,111461.42,4203.2,132890.97
LOAN01151,CUST0770,PROD02,20230318,106153.41,13.28,120,1602.56,83588.01,21,30,Active,0.2535,0.5015,83588.01,10626.56,76681.7
LOAN01152,CUST0410,PROD01,20240228,400415.88,12.92,84,7266.95,381726.29,2,30,Active,0.2238,0.3556,381726.29,30379.03,70842.52
LOAN01153,CUST0467,PROD01,20210621,214180.79,13.45,240,2578.26,183766.14,19,0,Closed,0.01,0.4563,183766.14,838.52,60019.57
LOAN01154,CUST0063,PROD01,20220403,291050.81,15.68,36,10186.56,268111.64,0,120,NPA,0.7247,0.3709,268111.64,72066.06,365404.64
LOAN01155,CUST0860,PROD05,20200613,409118.54,15.41,360,5307.46,107520.86,251,0,Closed,0.0966,0.6078,107520.86,6312.92,474136.69
LOAN01156,CUST0239,PROD04,20200704,370081.18,15.34,180,5266.06,82633.09,136,90,NPA,0.5611,0.3686,82633.09,17090.3,326029.83
LOAN01157,CUST0162,PROD01,20210226,270103.31,15.61,360,3547.42,179325.44,120,0,Closed,0.0958,0.421,179325.44,7232.52,400928.02
LOAN01158,CUST0616,PROD01,20200819,182602.3,12.31,60,4090.55,94932.41,26,180,NPA,0.95,0.3254,94932.41,29346.46,93121.31
LOAN01159,CUST0552,PROD04,20210123,187092.89,15.97,12,16972.44,54528.9,8,180,NPA,0.95,0.665,54528.9,34448.63,208374.47
LOAN01160,CUST0285,PROD02,20240720,350200.49,14.15,12,31468.21,27775.11,11,30,Active,0.2133,0.5155,27775.11,3054.04,217624.36
LOAN01161,CUST0515,PROD01,20220302,477154.84,9.8,120,6252.91,348138.74,28,0,Active,0.058,0.6022,348138.74,12159.65,646257.83
LOAN01162,CUST0054,PROD01,20220216,441829.75,12.44,60,9926.78,97807.53,46,120,NPA,0.7321,0.3373,97807.53,24152.33,976.02
LOAN01163,CUST0963,PROD04,20240505,61646.63,7.96,12,5361.4,15359.24,9,0,Active,0.0446,0.3192,15359.24,218.66,2874.69
LOAN01164,CUST0645,PROD05,20200305,322107.83,14.86,240,4208.2,24234.06,219,0,Active,0.0166,0.6783,24234.06,272.87,265868.34
LOAN01165,CUST0667,PROD03,20240901,422011.42,10.27,60,9022.66,0.0,60,90,NPA,0.5458,0.5065,0.0,0.0,417646.4
LOAN01166,CUST0990,PROD03,20230303,322585.04,11.47,36,10632.96,146983.45,17,0,Active,0.0937,0.5742,146983.45,7908.08,348020.39
LOAN01167,CUST0906,PROD04,20241024,89887.8,11.51,24,4210.79,39095.11,12,0,Active,0.0841,0.396,39095.11,1302.01,16186.13
LOAN01168,CUST0059,PROD02,20220512,337896.33,15.0,48,9403.91,194306.96,17,0,Active,0.063,0.3736,194306.96,4573.36,128273.1
LOAN01169,CUST0535,PROD04,20200113,93428.14,13.75,24,4474.73,56732.83,9,120,NPA,0.6809,0.3649,56732.83,14095.86,122891.44
LOAN01170,CUST0221,PROD04,20230506,294855.61,15.48,12,26680.0,244121.69,2,0,Active,0.0183,0.6638,244121.69,2965.48,252046.8
LOAN01171,CUST0415,PROD01,20210526,191477.65,13.97,360,2264.22,166543.22,0,60,Defaulted,0.3576,0.4273,166543.22,25448.22,242543.3
LOAN01172,CUST0913,PROD03,20200327,180655.61,13.44,84,3329.85,57317.92,54,60,Defaulted,0.4033,0.6261,57317.92,14473.13,214015.34
LOAN01173,CUST0798,PROD03,20231023,485594.16,14.93,12,43812.87,36047.14,11,90,NPA,0.551,0.3587,36047.14,7124.49,256596.33
LOAN01174,CUST0735,PROD05,20220714,128140.99,10.64,180,1427.61,50622.83,102,180,NPA,0.95,0.3923,50622.83,18866.37,7388.68
LOAN01175,CUST0413,PROD04,20230522,485227.22,10.97,360,4609.94,70795.01,299,0,Active,0.0817,0.6871,70795.01,3974.15,622536.43
LOAN01176,CUST0683,PROD02,20201003,475901.35,9.08,12,41635.93,144046.26,8,0,Active,0.062,0.3044,144046.26,2718.56,297642.66
LOAN01177,CUST0075,PROD04,20230311,207049.8,9.11,360,1682.38,95935.36,176,180,NPA,0.95,0.6792,95935.36,61901.33,204142.08
LOAN01178,CUST0159,PROD05,20240218,396607.14,13.74,360,4617.79,227452.32,126,60,Defaulted,0.4068,0.6461,227452.32,59782.08,237855.56
LOAN01179,CUST0528,PROD04,20231225,228215.21,9.09,180,2326.94,74522.28,111,0,Active,0.0173,0.5093,74522.28,656.61,296771.14
LOAN01180,CUST0258,PROD05,20240723,52344.59,9.2,48,1307.57,15734.54,33,180,NPA,0.95,0.3619,15734.54,5409.61,9897.42
LOAN01181,CUST0011,PROD01,20200110,148348.47,7.92,24,6703.99,17704.63,21,120,NPA,0.6813,0.5468,17704.63,6595.59,166222.89
LOAN01182,CUST0069,PROD03,20240226,427189.0,14.9,48,11867.35,17628.09,46,0,Active,0.01,0.5066,17628.09,89.3,368393.99
LOAN01183,CUST0330,PROD02,20230725,237688.27,7.78,240,1955.7,77452.55,156,30,Active,0.2499,0.4535,77452.55,8777.67,56962.79
LOAN01184,CUST0805,PROD02,20210830,168105.73,15.74,12,15231.7,24450.97,10,0,Active,0.0832,0.3124,24450.97,635.52,235134.88
LOAN01185,CUST0437,PROD04,20230531,313080.7,9.72,24,14406.66,59361.52,19,120,NPA,0.7235,0.6907,59361.52,29664.22,364795.96
LOAN01186,CUST0944,PROD01,20230822,204137.63,8.62,84,3245.15,176125.1,0,30,Active,0.1913,0.6741,176125.1,22712.27,137355.0
