deposit_id,customer_id,product_id,open_date_id,balance,interest_rate,tenure_months,maturity_date,is_active,interest_earned_ytd,branch_code
DEP00572,CUST0570,PROD09,20210107,221780.11,3.47,12,2022-01-02,1,2731.85,BR018
DEP00573,CUST0373,PROD08,20240624,179292.14,6.2,36,2027-06-09,1,3146.38,BR019
DEP00574,CUST0957,PROD07,20200621,19835.29,4.84,6,2020-12-18,1,349.19,BR037
DEP00575,CUST0341,PROD09,20230806,72560.32,6.33,0,,1,1201.86,BR041
DEP00576,CUST0787,PROD08,20220214,59790.44,3.05,6,2022-08-13,1,447.29,BR008
DEP00577,CUST0126,PROD09,20210713,188231.56,5.71,3,2021-10-11,1,7465.2,BR019
DEP00578,CUST0183,PROD09,20201221,63669.92,6.14,6,2021-06-19,1,2684.28,BR040
DEP00579,CUST0634,PROD09,20220206,191286.06,5.35,0,,1,3232.64,BR001
DEP00580,CUST0063,PROD09,20211009,202475.5,3.81,36,2024-09-23,1,6304.48,BR015
DEP00581,CUST0878,PROD08,20220910,220919.11,3.39,36,2025-08-25,1,1077.28,BR030
DEP00582,CUST0833,PROD07,20210616,81408.32,3.48,0,,1,2129.85,BR006
DEP00583,CUST0144,PROD08,20220408,244933.22,7.02,3,2022-07-07,0,9999.62,BR044
DEP00584,CUST0846,PROD09,20201210,77480.36,6.22,60,2025-11-14,1,4476.26,BR041
DEP00585,CUST0426,PROD06,20220521,105469.23,6.22,12,2023-05-16,1,4938.87,BR025
DEP00586,CUST0829,PROD09,20210511,187612.91,7.07,24,2023-05-01,1,11843.06,BR010
DEP00587,CUST0819,PROD06,20221128,228258.98,5.49,36,2025-11-12,1,5603.82,BR001
DEP00588,CUST0435,PROD06,20241005,193299.44,4.69,6,2025-04-03,1,1741.87,BR011
DEP00589,CUST0327,PROD06,20201011,181923.23,3.46,12,2021-10-06,1,638.79,BR017
DEP00590,CUST0780,PROD06,20210118,227635.94,4.9,24,2023-01-08,0,9038.02,BR033
DEP00591,CUST0986,PROD07,20230801,33849.23,7.13,0,,0,2171.4,BR017
DEP00592,CUST0766,PROD08,20201015,93295.45,6.75,24,2022-10-05,0,4953.4,BR040
DEP00593,CUST0620,PROD09,20221031,218836.54,3.32,0,,1,2596.11,BR018
DEP00594,CUST0859,PROD08,20201006,64718.36,2.57,12,2021-10-01,1,1427.03,BR011
DEP00595,CUST0253,PROD09,20200518,179741.52,4.27,6,2020-11-14,1,4351.22,BR021
DEP00596,CUST0758,PROD08,20220724,243833.85,5.8,36,2025-07-08,0,4129.66,BR049
DEP00597,CUST0920,PROD09,20231209,191339.36,5.02,24,2025-11-28,1,1208.75,BR021
DEP00598,CUST0511,PROD09,20230323,117572.61,6.6,36,2026-03-07,1,3499.34,BR028
DEP00599,CUST0017,PROD09,20210930,180112.76,3.0,6,2022-03-29,1,3483.67,BR047
DEP00600,CUST0689,PROD06,20211010,1608.25,3.9,60,2026-09-14,1,38.44,BR016
DEP00601,CUST0350,PROD09,20240228,6841.45,3.17,6,2024-08-26,0,142.5,BR025
DEP00602,CUST0436,PROD06,20241016,154541.7,3.56,6,2025-04-14,0,5042.19,BR026
DEP00603,CUST0018,PROD09,20211030,211392.5,6.49,0,,1,2465.95,BR019
DEP00604,CUST0133,PROD09,20201204,165989.76,4.4,60,2025-11-08,1,6744.01,BR034
DEP00605,CUST0024,PROD07,20241016,69717.05,5.41,0,,1,3712.86,BR039
DEP00606,CUST0649,PROD07,20211020,101617.28,3.7,3,2022-01-18,1,2544.73,BR031
DEP00607,CUST0792,PROD09,20240413,182609.08,5.45,0,,0,7468.75,BR027
DEP00608,CUST0944,PROD08,20240503,193630.01,4.79,3,2024-08-01,0,8235.49,BR017
DEP00609,CUST0574,PROD08,20240129,230160.96,3.27,0,,1,1907.75,BR022
DEP00610,CUST0961,PROD08,20220508,114762.31,5.46,36,2025-04-22,1,1090.68,BR032
DEP00611,CUST0825,PROD08,20240501,42889.41,3.29,12,2025-04-26,1,929.96,BR037
DEP00612,CUST0703,PROD09,20211102,219403.88,3.55,24,2023-10-23,0,4258.28,BR044
DEP00613,CUST0895,PROD06,20201018,15525.03,3.62,24,2022-10-08,1,192.37,BR029
DEP00614,CUST0001,PROD06,20230221,65925.94,2.95,24,2025-02-10,1,1842.15,BR019
DEP00615,CUST0147,PROD09,20230301,185079.03,4.85,6,2023-08-28,1,7660.77,BR035
DEP00616,CUST0349,PROD06,20231219,248301.03,5.88,24,2025-12-08,0,6389.07,BR016
DEP00617,CUST0342,PROD07,20230613,71437.9,2.85,3,2023-09-11,0,1573.92,BR002
DEP00618,CUST0278,PROD06,20221112,88864.69,2.61,60,2027-10-17,1,658.8,BR027
DEP00619,CUST0079,PROD06,20221215,149905.17,5.13,3,2023-03-15,0,1765.12,BR012
DEP00620,CUST0667,PROD09,20211216,249151.71,6.97,3,2022-03-16,1,12544.92,BR003
DEP00621,CUST0294,PROD06,20231228,238634.89,2.83,0,,0,968.72,BR016
DEP00622,CUST0208,PROD07,20200505,126398.55,4.37,6,2020-11-01,1,3182.86,BR020
DEP00623,CUST0256,PROD09,20230829,201182.91,4.65,36,2026-08-13,1,6635.37,BR041
DEP00624,CUST0620,PROD07,20200627,56018.27,7.05,24,2022-06-17,1,2993.74,BR044
DEP00625,CUST0931,PROD06,20200305,145297.79,7.15,12,2021-02-28,0,5701.41,BR030
DEP00626,CUST0802,PROD09,20220720,60421.94,4.58,60,2027-06-24,0,1216.87,BR023
DEP00627,CUST0357,PROD08,20211108,154561.26,2.79,6,2022-05-07,1,2811.78,BR045
DEP00628,CUST0257,PROD07,20220103,192993.73,6.11,0,,1,2661.9,BR040
DEP00629,CUST0210,PROD08,20220130,51753.17,6.61,24,2024-01-20,1,933.65,BR016
DEP00630,CUST0194,PROD06,20210225,91623.25,6.23,0,,1,5573.56,BR034
DEP00631,CUST0323,PROD08,20240309,196473.74,4.82,3,2024-06-07,0,3081.16,BR028
DEP00632,CUST0142,PROD09,20200130,96684.05,3.91,0,,1,2529.12,BR008
DEP00633,CUST0765,PROD08,20210918,203834.14,4.89,3,2021-12-17,1,9362.37,BR027
DEP00634,CUST0983,PROD08,20230225,246025.61,6.17,6,2023-08-24,1,7709.04,BR038
DEP00635,CUST0465,PROD07,20200421,43979.09,3.91,12,2021-04-16,1,1448.83,BR011
DEP00636,CUST0354,PROD07,20230927,8877.52,3.64,60,2028-08-31,1,179.84,BR014
DEP00637,CUST0465,PROD09,20240422,28358.32,4.37,3,2024-07-21,1,715.86,BR050
DEP00638,CUST0573,PROD06,20230426,167639.28,6.64,24,2025-04-15,1,9429.68,BR023
DEP00639,CUST0975,PROD06,20220225,169835.23,4.17,24,2024-02-15,1,5483.17,BR045
DEP00640,CUST0598,PROD08,20211004,209134.62,4.47,6,2022-04-02,1,4574.16,BR050
DEP00641,CUST0330,PROD07,20210502,206254.27,2.53,6,2021-10-29,1,5070.46,BR011
DEP00642,CUST0311,PROD07,20241129,219774.86,6.19,12,2025-11-24,0,7951.72,BR022
DEP00643,CUST0262,PROD09,20200120,196972.02,5.01,12,2021-01-14,0,6307.86,BR023
DEP00644,CUST0783,PROD06,20200912,223375.93,4.01,12,2021-09-07,1,6930.76,BR040
DEP00645,CUST0696,PROD07,20220517,122778.09,6.29,6,2022-11-13,1,5935.8,BR033
DEP00646,CUST0715,PROD06,20200427,199465.48,4.05,0,,0,4323.55,BR046
DEP00647,CUST0034,PROD09,20210509,67827.5,6.75,0,,1,893.98,BR007
DEP00648,CUST0227,PROD08,20200126,186758.53,5.44,3,2020-04-25,1,4539.41,BR018
DEP00649,CUST0359,PROD09,20211024,210836.41,4.94,6,2022-04-22,1,7767.76,BR046
DEP00650,CUST0944,PROD07,20241115,31812.78,5.31,12,2025-11-10,0,1213.8,BR033
DEP00651,CUST0347,PROD06,20211228,170173.76,4.61,12,2022-12-23,1,3238.21,BR048
DEP00652,CUST0480,PROD06,20231119,81612.75,6.68,36,2026-11-03,0,942.36,BR027
DEP00653,CUST0425,PROD08,20200329,141635.45,4.6,36,2023-03-14,1,2926.7,BR027
DEP00654,CUST0655,PROD06,20211130,142384.23,4.35,0,,0,1269.16,BR005
DEP00655,CUST0225,PROD07,20230417,83888.19,7.42,3,2023-07-16,1,2083.46,BR024
DEP00656,CUST0954,PROD06,20221112,37573.38,4.47,12,2023-11-07,1,1065.01,BR006
DEP00657,CUST0972,PROD07,20230806,177401.17,7.02,12,2024-07-31,1,7500.02,BR049
DEP00658,CUST0717,PROD09,20230402,121777.98,4.02,12,2024-03-27,0,3747.84,BR006
DEP00659,CUST0586,PROD09,20210404,15084.56,3.31,36,2024-03-19,1,166.71,BR014
DEP00660,CUST0399,PROD07,20210104,190598.48,6.57,36,2023-12-20,1,6007.72,BR009
DEP00661,CUST0241,PROD06,20200903,33968.7,3.91,24,2022-08-24,1,265.02,BR025
DEP00662,CUST0209,PROD06,20240322,151681.7,5.35,24,2026-03-12,0,2591.48,BR044
DEP00663,CUST0668,PROD06,20240909,131279.27,5.84,3,2024-12-08,0,797.24,BR010
DEP00664,CUST0178,PROD07,20200125,103600.39,4.24,12,2021-01-19,1,2974.07,BR023
DEP00665,CUST0503,PROD09,20220204,98202.43,6.16,3,2022-05-05,1,4962.51,BR001
DEP00666,CUST0819,PROD08,20200118,209604.94,6.05,3,2020-04-17,1,6618.22,BR002
DEP00667,CUST0224,PROD07,20210923,191863.86,3.37,12,2022-09-18,1,5679.48,BR025
DEP00668,CUST0212,PROD08,20200917,171035.92,3.65,6,2021-03-16,0,1078.62,BR036
DEP00669,CUST0528,PROD07,20200127,241352.77,6.67,24,2022-01-16,1,11559.48,BR028
DEP00670,CUST0878,PROD08,20221101,166716.03,4.57,3,2023-01-30,1,4616.79,BR013
DEP00671,CUST0941,PROD06,20231225,26192.19,5.78,3,2024-03-24,1,787.19,BR039
DEP00672,CUST0031,PROD07,20230729,98131.09,4.42,3,2023-10-27,0,2974.75,BR040
DEP00673,CUST0312,PROD09,20201224,127026.0,5.75,3,2021-03-24,0,6986.21,BR021
DEP00674,CUST0596,PROD08,20211119,3037.65,3.51,36,2024-11-03,0,69.3,BR046
DEP00675,CUST0178,PROD08,20200304,208234.44,4.95,3,2020-06-02,1,6902.46,BR013
DEP00676,CUST0683,PROD06,20230913,50616.81,6.05,36,2026-08-28,1,653.9,BR045
DEP00677,CUST0459,PROD08,20220429,113181.17,2.99,36,2025-04-13,1,482.89,BR047
DEP00678,CUST0256,PROD06,20220126,101000.68,4.77,0,,0,3905.82,BR009
DEP00679,CUST0718,PROD09,20211106,38364.8,6.75,24,2023-10-27,1,2112.96,BR039
DEP00680,CUST0074,PROD08,20201123,199930.93,5.5,24,2022-11-13,1,6123.9,BR011
DEP00681,CUST0932,PROD06,20231231,18922.34,3.1,24,2025-12-20,0,291.86,BR027
DEP00682,CUST0275,PROD06,20210518,100289.7,2.92,60,2026-04-22,1,1453.74,BR023
DEP00683,CUST0141,PROD07,20201001,175933.01,6.52,12,2021-09-26,1,9815.74,BR042
DEP00684,CUST0336,PROD08,20231221,232276.72,5.83,0,,1,8212.4,BR036
DEP00685,CUST0877,PROD08,20230403,194784.67,3.45,60,2028-03-07,1,5149.71,BR021
DEP00686,CUST0470,PROD09,20240903,202292.52,4.55,12,2025-08-29,1,6899.98,BR016
DEP00687,CUST0941,PROD09,20211203,156520.82,2.58,36,2024-11-17,1,2973.48,BR038
DEP00688,CUST0872,PROD06,20231129,92192.26,4.23,12,2024-11-23,0,2199.49,BR010
DEP00689,CUST0969,PROD07,20230301,174393.01,7.36,60,2028-02-03,1,12364.87,BR049
DEP00690,CUST0606,PROD07,20220224,201863.1,7.12,24,2024-02-14,1,2562.13,BR041
DEP00691,CUST0471,PROD06,20220430,96023.97,5.31,6,2022-10-27,1,2390.28,BR046
DEP00692,CUST0544,PROD09,20221231,10876.24,7.18,3,2023-03-31,1,548.24,BR002
DEP00693,CUST0925,PROD07,20230722,178133.08,5.25,24,2025-07-11,1,8876.46,BR011
DEP00694,CUST0012,PROD09,20220322,213180.58,4.64,3,2022-06-20,0,2448.19,BR002
DEP00695,CUST0205,PROD09,20210402,74161.9,3.75,3,2021-07-01,0,1183.17,BR031
DEP00696,CUST0001,PROD09,20230804,25609.79,5.64,0,,1,671.74,BR021
DEP00697,CUST0503,PROD08,20240914,215565.07,3.47,12,2025-09-09,0,3968.08,BR021
DEP00698,CUST0267,PROD09,20240803,112922.55,5.51,0,,0,2029.2,BR039
DEP00699,CUST0006,PROD08,20210708,246939.48,6.97,36,2024-06-22,0,13281.18,BR016
DEP00700,CUST0736,PROD06,20240326,88769.81,7.34,12,2025-03-21,1,992.47,BR011
DEP00701,CUST0339,PROD07,20200712,34581.31,5.45,3,2020-10-10,0,1611.79,BR027
DEP00702,CUST0131,PROD08,20210711,246117.47,6.39,0,,1,9549.31,BR034
DEP00703,CUST0053,PROD08,20200129,212429.31,6.4,12,2021-01-23,1,11539.63,BR039
DEP00704,CUST0807,PROD09,20240423,183462.24,2.7,0,,1,4802.69,BR003
DEP00705,CUST0462,PROD07,20221129,126863.74,4.1,12,2023-11-24,0,4816.03,BR046
DEP00706,CUST0238,PROD08,20240131,124288.64,3.72,12,2025-01-25,1,3875.69,BR041
DEP00707,CUST0993,PROD06,20230209,151293.44,3.02,0,,1,4348.3,BR025
DEP00708,CUST0510,PROD06,20221208,55149.26,3.05,0,,1,612.96,BR043
DEP00709,CUST0555,PROD08,20230902,198341.12,3.38,36,2026-08-17,1,1295.25,BR038
DEP00710,CUST0672,PROD06,20210206,189046.18,5.51,60,2026-01-11,1,6458.62,BR011
DEP00711,CUST0678,PROD08,20200509,206510.05,4.07,12,2021-05-04,1,6352.7,BR015
DEP00712,CUST0779,PROD07,20210520,139676.61,6.05,36,2024-05-04,0,8353.52,BR025
DEP00713,CUST0874,PROD09,20200315,248439.24,4.44,3,2020-06-13,1,10000.94,BR005
DEP00714,CUST0916,PROD07,20240518,237272.31,4.05,36,2027-05-03,1,5840.26,BR031
DEP00715,CUST0564,PROD07,20221229,115553.31,3.95,36,2025-12-13,1,544.13,BR007
DEP00716,CUST0523,PROD07,20220414,60085.16,5.95,24,2024-04-03,1,2396.28,BR044
DEP00717,CUST0839,PROD09,20231216,2626.61,4.42,12,2024-12-10,1,64.88,BR001
DEP00718,CUST0484,PROD06,20211214,233384.51,5.3,24,2023-12-04,1,2541.88,BR015
DEP00719,CUST0845,PROD06,20200608,203270.65,5.05,0,,1,5070.4,BR029
DEP00720,CUST0416,PROD09,20221007,18333.25,3.18,36,2025-09-21,1,458.77,BR015
DEP00721,CUST0061,PROD07,20221222,242545.79,7.45,6,2023-06-20,0,6194.9,BR023
DEP00722,CUST0516,PROD07,20210502,170054.1,2.56,12,2022-04-27,1,1916.64,BR032
DEP00723,CUST0543,PROD09,20200814,148861.05,5.72,6,2021-02-10,0,5927.62,BR012
DEP00724,CUST0388,PROD08,20211130,187786.99,4.83,3,2022-02-28,0,3207.4,BR027
DEP00725,CUST0489,PROD08,20231130,91190.34,5.97,6,2024-05-28,1,1665.84,BR023
DEP00726,CUST0784,PROD07,20211228,111128.91,4.0,60,2026-12-02,1,3156.64,BR034
DEP00727,CUST0545,PROD07,20241019,81123.16,6.1,36,2027-10-04,1,3644.46,BR034
DEP00728,CUST0375,PROD06,20240409,231410.2,6.59,6,2024-10-06,0,8062.5,BR016
DEP00729,CUST0807,PROD07,20230117,216217.96,2.87,12,2024-01-12,0,2222.57,BR027
DEP00730,CUST0507,PROD06,20230822,92383.2,5.81,60,2028-07-26,1,5225.22,BR035
DEP00731,CUST0208,PROD07,20200518,214940.52,3.62,12,2021-05-13,1,5697.86,BR012
DEP00732,CUST0778,PROD09,20211017,127531.79,4.64,3,2022-01-15,1,4567.69,BR023
DEP00733,CUST0386,PROD07,20231110,60640.7,3.53,24,2025-10-30,1,684.55,BR040
DEP00734,CUST0995,PROD08,20201010,70084.66,4.11,0,,1,488.0,BR022
DEP00735,CUST0740,PROD09,20241013,132851.27,7.26,3,2025-01-11,0,2634.44,BR035
DEP00736,CUST0008,PROD07,20240704,41963.9,3.85,36,2027-06-19,1,836.22,BR025
DEP00737,CUST0113,PROD09,20240501,40595.84,7.15,24,2026-04-21,0,1805.43,BR030
DEP00738,CUST0982,PROD08,20220912,104782.68,6.53,3,2022-12-11,0,835.63,BR044
DEP00739,CUST0570,PROD08,20230827,248397.38,4.85,60,2028-07-31,0,9359.4,BR045
DEP00740,CUST0190,PROD09,20221214,24447.69,7.45,3,2023-03-14,1,1487.81,BR010
DEP00741,CUST0184,PROD08,20200703,193087.36,6.06,3,2020-10-01,1,2639.16,BR049
DEP00742,CUST0714,PROD06,20241110,234789.75,7.49,12,2025-11-05,1,7274.62,BR044
DEP00743,CUST0594,PROD08,20241111,183219.97,7.06,6,2025-05-10,1,5271.84,BR018
DEP00744,CUST0066,PROD07,20211013,134923.67,5.15,3,2022-01-11,1,2328.82,BR001
DEP00745,CUST0053,PROD07,20211211,100883.1,2.64,3,2022-03-11,1,1299.65,BR013
DEP00746,CUST0335,PROD08,20241118,153287.12,4.04,12,2025-11-13,0,2627.36,BR007
DEP00747,CUST0437,PROD09,20230901,35250.79,3.47,60,2028-08-05,1,188.02,BR027
DEP00748,CUST0177,PROD09,20230103,78775.33,3.96,36,2025-12-18,1,1148.76,BR025
DEP00749,CUST0052,PROD07,20210307,5561.04,3.35,6,2021-09-03,0,48.32,BR039
DEP00750,CUST0811,PROD08,20220320,116974.27,6.88,3,2022-06-18,0,2321.02,BR026
DEP00751,CUST0208,PROD07,20200203,213056.57,3.97,0,,1,4416.78,BR048
DEP00752,CUST0404,PROD07,20221118,192487.19,3.68,3,2023-02-16,0,2694.83,BR004
DEP00753,CUST0528,PROD08,20240522,221626.15,5.0,24,2026-05-12,1,7408.07,BR028
DEP00754,CUST0827,PROD07,20210604,213381.75,6.04,60,2026-05-09,1,3942.06,BR007
DEP00755,CUST0063,PROD06,20220306,103306.13,6.34,12,2023-03-01,1,6459.61,BR010
DEP00756,CUST0537,PROD08,20220113,209352.9,4.03,6,2022-07-12,1,4894.09,BR022
DEP00757,CUST0465,PROD09,20201107,41128.91,5.37,0,,1,1480.81,BR033
DEP00758,CUST0320,PROD09,20200612,9578.08,6.16,60,2025-05-17,0,455.91,BR048
DEP00759,CUST0676,PROD06,20210109,216643.11,6.96,6,2021-07-08,0,9529.89,BR041
DEP00760,CUST0107,PROD09,20210620,153314.55,4.18,24,2023-06-10,1,5883.77,BR047
DEP00761,CUST0389,PROD07,20211001,69725.34,7.32,12,2022-09-26,0,3388.16,BR035
DEP00762,CUST0558,PROD08,20211016,246694.43,6.87,3,2022-01-14,1,15562.58,BR028
DEP00763,CUST0358,PROD06,20241126,44836.12,5.92,3,2025-02-24,1,2114.86,BR037
DEP00764,CUST0200,PROD08,20210628,185762.68,6.74,0,,0,2111.42,BR005
DEP00765,CUST0658,PROD06,20231108,116281.66,3.36,24,2025-10-28,1,475.02,BR016
DEP00766,CUST0678,PROD06,20211209,159854.15,6.25,60,2026-11-13,0,4899.02,BR007
DEP00767,CUST0259,PROD08,20210424,232557.89,5.79,60,2026-03-29,1,7401.15,BR006
DEP00768,CUST0261,PROD09,20230323,190208.92,4.28,36,2026-03-07,1,2064.82,BR036
DEP00769,CUST0712,PROD07,20210822,188558.88,5.39,3,2021-11-20,1,8523.17,BR012
DEP00770,CUST0520,PROD06,20211231,196641.53,3.4,24,2023-12-21,1,1503.12,BR029
DEP00771,CUST0894,PROD09,20230126,1394.56,7.36,3,2023-04-26,0,66.36,BR011
DEP00772,CUST0343,PROD06,20241008,82238.64,2.79,36,2027-09-23,1,2267.31,BR009
DEP00773,CUST0286,PROD06,20210419,221906.58,3.98,0,,1,7387.89,BR045
DEP00774,CUST0769,PROD07,20220118,11933.96,6.28,12,2023-01-13,1,479.89,BR010
DEP00775,CUST0808,PROD07,20230223,57973.27,7.3,6,2023-08-22,1,3312.91,BR044
DEP00776,CUST0860,PROD07,20220913,160768.45,4.27,3,2022-12-12,1,1640.17,BR047
DEP00777,CUST0576,PROD08,20240219,131374.01,3.46,0,,0,3075.1,BR007
DEP00778,CUST0295,PROD09,20230904,61825.1,3.14,36,2026-08-19,1,1094.53,BR002
DEP00779,CUST0341,PROD06,20240324,207553.48,7.19,24,2026-03-14,0,10367.25,BR022
DEP00780,CUST0599,PROD06,20240908,79080.79,5.29,3,2024-12-07,0,2256.53,BR007
DEP00781,CUST0061,PROD06,20220916,63657.12,3.79,24,2024-09-05,1,1474.58,BR045
DEP00782,CUST0074,PROD09,20200912,121364.06,3.76,36,2023-08-28,1,577.74,BR046
DEP00783,CUST0263,PROD08,20220318,132204.39,6.95,36,2025-03-02,1,8488.26,BR034
DEP00784,CUST0406,PROD08,20231012,233391.14,6.27,12,2024-10-06,1,11745.82,BR039
DEP00785,CUST0388,PROD09,20220211,236434.37,4.71,3,2022-05-12,0,4906.56,BR004
DEP00786,CUST0786,PROD08,20241009,220470.69,4.85,0,,1,1133.57,BR007
DEP00787,CUST0557,PROD06,20210130,109370.93,5.47,24,2023-01-20,1,2512.87,BR009
DEP00788,CUST0810,PROD08,20200110,76880.97,5.4,60,2024-12-14,1,852.19,BR002
DEP00789,CUST0141,PROD09,20230529,193651.69,4.14,12,2024-05-23,1,1757.04,BR028
DEP00790,CUST0429,PROD08,20230218,233862.66,3.59,36,2026-02-02,1,4068.7,BR026
DEP00791,CUST0482,PROD06,20220730,79117.18,3.81,36,2025-07-14,1,975.58,BR016
DEP00792,CUST0500,PROD09,20210702,39604.64,6.65,24,2023-06-22,1,2055.03,BR015
DEP00793,CUST0012,PROD07,20230702,190836.8,4.29,24,2025-06-21,1,1818.18,BR045
DEP00794,CUST0904,PROD09,20200326,130718.7,5.19,6,2020-09-22,1,1782.62,BR036
DEP00795,CUST0857,PROD09,20210429,72924.8,6.83,0,,1,1636.49,BR039
DEP00796,CUST0501,PROD08,20220721,244579.47,3.86,12,2023-07-16,1,6653.53,BR042
DEP00797,CUST0461,PROD09,20200316,69227.13,5.44,24,2022-03-06,1,2328.61,BR027
DEP00798,CUST0470,PROD06,20230520,77852.52,6.61,12,2024-05-14,1,3177.52,BR029
DEP00799,CUST0239,PROD09,20200711,195058.91,2.66,3,2020-10-09,1,618.03,BR031
DEP00800,CUST0211,PROD09,20230113,226032.62,6.15,0,,1,7881.87,BR048
DEP00801,CUST0021,PROD08,20240717,27821.59,5.87,6,2025-01-13,0,1081.8,BR018
DEP00802,CUST0912,PROD07,20200305,118713.27,6.07,3,2020-06-03,1,6543.37,BR033
DEP00803,CUST0677,PROD09,20230917,113753.86,2.84,36,2026-09-01,0,3093.63,BR037
DEP00804,CUST0603,PROD06,20220303,80408.53,4.81,3,2022-06-01,0,1247.4,BR049
DEP00805,CUST0072,PROD06,20200306,66290.73,6.8,12,2021-03-01,0,2273.4,BR008
DEP00806,CUST0964,PROD07,20220227,82259.1,4.89,3,2022-05-28,1,2405.05,BR010
DEP00807,CUST0862,PROD06,20201206,212449.3,6.29,24,2022-11-26,1,12302.26,BR011
DEP00808,CUST0265,PROD06,20230703,219856.84,2.63,24,2025-06-22,1,1098.21,BR045
DEP00809,CUST0357,PROD08,20241128,92293.51,4.83,3,2025-02-26,1,3278.88,BR018
DEP00810,CUST0220,PROD09,20220502,51198.85,5.15,6,2022-10-29,0,2567.79,BR002
DEP00811,CUST0505,PROD06,20220610,187968.32,6.67,6,2022-12-07,1,4311.45,BR020
DEP00812,CUST0003,PROD06,20200501,186713.36,3.86,60,2025-04-05,0,3118.04,BR003
DEP00813,CUST0153,PROD07,20240504,215432.26,3.12,36,2027-04-19,0,2561.65,BR050
DEP00814,CUST0042,PROD09,20240423,247966.84,4.93,24,2026-04-13,0,6988.28,BR011
DEP00815,CUST0181,PROD08,20240314,198111.3,3.27,3,2024-06-12,1,2155.7,BR038
DEP00816,CUST0729,PROD09,20230325,205796.9,5.5,60,2028-02-27,1,2302.44,BR042
DEP00817,CUST0942,PROD09,20231113,49129.09,4.56,36,2026-10-28,1,2223.73,BR029
DEP00818,CUST0751,PROD08,20221107,225383.33,4.81,24,2024-10-27,1,10399.44,BR031
DEP00819,CUST0932,PROD06,20200502,209957.14,4.11,24,2022-04-22,1,3616.91,BR046
DEP00820,CUST0605,PROD06,20240618,107825.99,6.53,12,2025-06-13,1,4241.67,BR013
DEP00821,CUST0732,PROD09,20200105,192078.74,3.03,6,2020-07-03,1,4251.94,BR017
DEP00822,CUST0063,PROD07,20211218,94566.65,6.47,0,,1,1277.69,BR007
DEP00823,CUST0419,PROD09,20240930,123803.59,4.26,12,2025-09-25,1,2605.57,BR010
DEP00824,CUST0903,PROD09,20230324,248224.07,6.17,12,2024-03-18,1,7583.75,BR014
DEP00825,CUST0760,PROD08,20200119,102903.49,6.48,6,2020-07-17,1,6665.63,BR030
DEP00826,CUST0162,PROD06,20231109,73880.3,5.06,36,2026-10-24,1,2012.62,BR047
DEP00827,CUST0417,PROD09,20220325,34305.6,6.82,60,2027-02-27,0,306.92,BR048
DEP00828,CUST0357,PROD08,20210519,237713.37,4.48,3,2021-08-17,1,4118.3,BR020
DEP00829,CUST0432,PROD08,20220915,31964.62,4.59,60,2027-08-20,1,653.71,BR030
DEP00830,CUST0913,PROD07,20230831,11678.4,3.52,24,2025-08-20,1,185.69,BR007
DEP00831,CUST0328,PROD08,20200308,165949.33,3.42,0,,1,1882.15,BR045
DEP00832,CUST0639,PROD09,20210408,23852.37,3.18,60,2026-03-13,1,632.58,BR046
DEP00833,CUST0443,PROD09,20220618,109139.0,7.35,6,2022-12-15,1,3143.63,BR048
DEP00834,CUST0651,PROD07,20210722,39614.67,7.36,0,,0,2857.48,BR018
DEP00835,CUST0227,PROD08,20210403,175468.17,7.23,24,2023-03-24,0,11698.58,BR030
DEP00836,CUST0564,PROD06,20220118,138728.12,2.84,24,2024-01-08,1,3775.25,BR029
DEP00837,CUST0230,PROD07,20200825,56282.72,6.38,12,2021-08-20,0,1317.66,BR022
DEP00838,CUST0853,PROD08,20200930,102486.09,4.08,0,,0,460.05,BR048
DEP00839,CUST0357,PROD08,20221016,2595.5,7.32,3,2023-01-14,1,25.17,BR026
DEP00840,CUST0545,PROD09,20240621,67100.66,2.96,60,2029-05-26,1,812.95,BR044
DEP00841,CUST0601,PROD09,20230905,43747.05,7.17,24,2025-08-25,0,1998.15,BR026
DEP00842,CUST0253,PROD08,20220601,6726.43,4.41,3,2022-08-30,1,207.34,BR005
DEP00843,CUST0375,PROD06,20220915,200184.45,7.26,60,2027-08-20,0,10541.19,BR024
DEP00844,CUST0078,PROD07,20220830,219434.91,3.75,6,2023-02-26,1,1318.46,BR012
DEP00845,CUST0466,PROD07,20210701,191425.19,3.76,60,2026-06-05,1,4152.75,BR002
DEP00846,CUST0686,PROD06,20230702,248399.38,4.62,3,2023-09-30,1,3186.02,BR018
DEP00847,CUST0427,PROD06,20220323,69669.3,4.38,6,2022-09-19,1,2882.64,BR028
DEP00848,CUST0789,PROD08,20210523,38216.51,3.21,60,2026-04-27,1,1119.6,BR050
DEP00849,CUST0461,PROD06,20240227,169288.73,2.97,0,,1,1723.53,BR045
DEP00850,CUST0111,PROD07,20230408,180275.04,2.86,24,2025-03-28,1,717.72,BR036
DEP00851,CUST0616,PROD08,20210519,112135.6,6.45,6,2021-11-15,1,5992.67,BR026
DEP00852,CUST0528,PROD06,20220925,188641.98,5.51,0,,1,5915.08,BR002
DEP00853,CUST0332,PROD06,20211106,213264.54,7.05,24,2023-10-27,1,8898.64,BR018
DEP00854,CUST0017,PROD07,20210319,71013.6,6.7,6,2021-09-15,1,2843.23,BR048
DEP00855,CUST0116,PROD06,20211125,94475.4,7.24,3,2022-02-23,1,6576.52,BR034
